Invoice ID,Customer Name,Service,Invoice Date,Amount ($),Paid
9c057ac1-040b-4f4f-9f8d-859f4aa1a072,Steven Baker,Data Analysis,2024-05-20,1109.68,No
d2b1e769-0bda-457f-9aa7-66769ed99187,Anthony Green,App Development,2025-04-30,4927.46,No
53c06147-4677-4231-897b-0aae2d372d12,Lisa Pacheco,App Development,2025-03-19,4458.64,No
b8afca3c-d43e-42c1-acc6-3f571685dc17,Maria Saunders,Web Design,2025-02-07,1744.2,No
db412132-7e94-4c6f-975c-c121c8723d1a,Shelby French,Web Design,2024-12-07,2809.36,Yes
4c8fb316-0608-44fd-bca3-b20cb254f55b,Katrina Mays,App Development,2024-08-15,2439.34,No
f6588eed-c48d-4a9f-94f7-4cc44edc3b84,Ashley Thomas,Cloud Hosting,2024-09-03,4904.13,Yes
9cb0a88f-d3b3-49e4-b557-f6823995cf42,Gary Rodriguez,Web Design,2024-11-24,2354.06,No
1db1d58b-6958-41a0-86e2-965cc6e85f32,Daniel Black,Cloud Hosting,2024-09-23,3569.66,Yes
3b91aaef-d2e4-4ea7-9623-228e6b25630f,David Solomon,Cloud Hosting,2025-03-14,3970.51,No
a22dad0e-52a6-467d-86c0-f06034be6bfd,William Webb,Cloud Hosting,2024-10-28,4641.38,Yes
79f12968-7602-4e61-8151-c39b3c84b39b,Benjamin Robinson,Data Analysis,2024-07-12,245.25,No
2b791ce5-65c6-4fc4-8cb5-908d0eea33ba,David Fitzgerald,Web Design,2024-10-25,1493.91,Yes
4b81cc21-28f0-4998-b962-a860710fd816,Emily George DDS,Web Design,2025-01-09,3368.97,Yes
7b5d7b3c-4112-4325-a41d-c6e6d04a616c,Samantha Harper,SEO Optimization,2025-02-05,3979.86,No
2bb6e9a6-f5fe-4c15-a627-007dea17a1a0,David Larson,SEO Optimization,2024-06-22,4496.24,Yes
843fdbf4-c0c0-496d-96de-b600b30dad60,Mark Terry,Cloud Hosting,2025-01-30,4416.73,No
006953b3-d6da-440d-a1aa-f51c4619ad61,Emily Taylor,Cloud Hosting,2025-01-20,1157.04,No
bf1827fa-3c05-4d85-8317-26c3196a8798,Kirsten Patel,Data Analysis,2024-08-14,2703.18,Yes
ea3fe417-b5b7-4f75-8c9c-5cbb7cb68bfc,Allison Moore,Data Analysis,2024-07-07,4027.73,No
62ed81e8-b77f-4afb-80af-6bb2b7653134,Amanda Parker,App Development,2024-10-18,2126.05,No
8c9f7d83-99fc-46ab-bac9-97267c5e3cb1,Jackie Smith,Cloud Hosting,2025-01-29,1278.47,Yes
7e44a85d-84eb-4627-b8e1-6b3523b393f4,David Armstrong,SEO Optimization,2025-02-10,836.54,No
f67eda4d-2603-4edc-9b79-c3ad9573a9da,Carolyn Ford,IT Support,2025-01-09,3115.26,No
3d1964ad-55b5-418a-bd70-83032abee60a,Thomas Knox,Data Analysis,2024-07-22,1313.23,No
8495351a-3f10-4ae9-87a8-2e95260bb9ab,Virginia Woods,App Development,2025-02-03,4202.31,Yes
7ea50b6e-0729-4bb6-8dd4-3a60ac2d9f60,Jason Davis,Web Design,2025-01-09,2078.15,No
7379f742-7741-48c1-b9eb-25b298ed0982,Lori Dunlap,Data Analysis,2024-11-08,4215.86,Yes
4d56c2b2-8a1c-481d-bce7-bcaaac4f85c0,Lisa Gilbert,Data Analysis,2024-10-12,3132.51,Yes
003a94c2-df38-4c57-a302-488c92b98cd5,Samuel Green,App Development,2025-02-13,1096.83,Yes
8f98cd8f-1084-4778-9e52-7d00bf938af2,Justin Velazquez,Data Analysis,2024-08-03,1513.11,No
0c8d62b1-8ed7-4957-b9df-8a1e70b99dd5,Mr. Patrick Williams,IT Support,2024-10-17,2246.76,No
784bb0ef-b0e2-432a-ae7f-dd86b2ee0f40,Leslie Perry,Cloud Hosting,2025-04-15,1232.33,Yes
937dfaf0-c65e-4bb1-8780-e752e923565c,Carol Moore,Data Analysis,2025-04-12,4680.47,No
efbbbe87-b5a0-48ab-95cc-0cf60b1b5619,Lisa Blake,SEO Optimization,2024-08-03,1122.26,No
e1664741-a86e-4701-8f21-7c6d7b41f795,Mary Martin,Web Design,2024-12-20,4665.27,Yes
3988d247-4067-49d8-b046-00a10b676201,Jeffrey Thompson,Web Design,2024-09-06,1764.23,No
bc57c27f-d2e8-40d3-93a0-338e84938f72,Brandon Gutierrez,App Development,2024-05-09,3023.94,No
dbade4d3-c071-4bff-a13b-925df5877d8a,Christian Johnson,Data Analysis,2025-01-31,257.53,No
2101679d-9665-4263-b175-ac640d877909,Kayla Davis,Web Design,2024-09-21,4863.06,No
221e56e6-ac4d-422e-b795-d167b1309665,Thomas Wells,SEO Optimization,2024-11-13,3200.52,No
092162f5-204a-409c-96d1-fe4acdd68c0b,James Perez,App Development,2024-07-17,3108.25,No
40768e3a-7e76-4546-9c49-471e5f7cf254,Robert Kennedy,SEO Optimization,2025-03-02,4739.33,Yes
cea0967c-4453-45d9-abee-7984be3a4e54,Matthew Mccoy,IT Support,2024-10-03,3742.82,No
1d2c25b3-33d5-4e36-9ec7-4c2e03446239,Allison Chavez,Web Design,2024-06-05,2136.68,No
baa6d629-4baa-4e74-b91e-86aa1885abcb,George Frost,App Development,2024-06-27,2966.44,Yes
06881a2f-999e-41ad-b7df-0883357de8c5,Patrick Green,Web Design,2024-05-17,2253.64,Yes
d0607a1d-a063-46c9-99f7-79b0f3e3578c,Daniel Reynolds,Data Analysis,2024-10-30,4165.45,Yes
42e04105-2dab-460f-ba5c-631d895916ec,Wendy Davis MD,IT Support,2025-02-15,136.45,No
3c9b6894-6a97-4a3c-b987-bcc5d62f7763,Lauren Hernandez,Web Design,2024-07-25,415.72,No
e83872e0-7d76-4fb7-81e5-54988bd9db95,Phillip Garza,IT Support,2024-09-20,3592.66,No
781bca6c-e211-4895-b76e-f0ba705f2b3e,Christopher Bennett,SEO Optimization,2024-06-30,2483.28,No
bc0efe0e-fa8f-463d-ba59-5f6b6f9d4e60,Brent Bowman,SEO Optimization,2024-07-07,1785.12,Yes
9a53359c-e071-4b9e-a8c0-cf0b7b15f7f6,Marcus Cardenas,App Development,2024-11-19,1540.79,No
f2c62340-913d-4d6e-b018-9a56594ebd85,Chad Serrano,Data Analysis,2024-11-15,1895.44,No
0e8b1594-eac5-409e-8aa2-8d933a2f9eef,Megan Cox,SEO Optimization,2024-05-07,2936.7,Yes
cb00c69a-bea8-4761-9434-010de68c7d6f,Cynthia Cain,Data Analysis,2024-12-26,2268.94,No
763d027b-3c3a-413b-a567-40137c3d333a,Amanda King,Web Design,2025-02-11,2343.21,No
e961dff2-fa56-43c2-93cc-048d390d8be7,Robert Carr,App Development,2025-03-07,2072.68,Yes
16f54c06-3ec8-4b4c-9b60-e86a4bcc512c,Holly Cruz,App Development,2025-04-12,3167.17,Yes
2da5d63a-2180-4b79-9e6c-fee35326c75a,Nicholas Perez,IT Support,2025-01-14,3554.47,Yes
860a13d7-35ab-40e4-aa09-b316730a06b3,Billy Jefferson,Data Analysis,2025-01-07,3224.15,Yes
e7884cf3-eca3-43db-b1a1-43b226051da8,Jose Wells,SEO Optimization,2024-09-20,2684.93,Yes
e90eb533-10ca-4656-80a2-d2e7dc74e54b,Kenneth Sandoval,Cloud Hosting,2025-03-03,2242.73,No
4030d627-8e06-4df6-9131-6f0860302d57,Sharon Strong,IT Support,2024-09-17,1307.78,No
034de974-0c12-4ef2-bfa9-c8fd55a47303,Robert Crawford,Data Analysis,2024-12-08,4811.62,Yes
4b92d394-a489-4952-83ac-86a3f7b204c2,Joseph Jones,Web Design,2025-01-02,3546.62,Yes
26eeafdb-550d-42bc-ac23-079b3c94e618,Lori Potter,Cloud Hosting,2024-06-23,824.16,No
7b5c21da-7360-4632-8ddf-174dd2cc0485,Joyce Phillips,Cloud Hosting,2024-05-21,3426.4,No
